id,name,type,desc,atk,def,level,race,attribute,archetype,card_sets,card_images,card_prices,banlist_info.ban_goat,banlist_info.ban_tcg,banlist_info.ban_ocg
22609617,Mataza the Zapper,Effect Monster,This card can make a second attack during each Battle Phase. Control of this face-up card on the field cannot switch.,1300,800,3,Warrior,DARK,undefined,"[{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN025"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.2""},{""set_name"":""Battle Pack 2: War of the Giants"",""set_code"":""BP02-EN025"",""set_rarity"":""Mosaic Rare"",""set_rarity_code"":""(MSR)"",""set_price"":""1.24""},{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN087"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.89""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-086"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.05""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN086"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""5.35""},{""set_name"":""Starter Deck: Jaden Yuki"",""set_code"":""YSDJ-EN013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.41""},{""set_name"":""Structure Deck: Warrior's Triumph"",""set_code"":""SD5-EN012"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""}]","[{""id"":22609617,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/22609617.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/22609617.jpg""}]","[{""cardmarket_price"":""0.12"",""tcgplayer_price"":""0.25"",""ebay_price"":""79.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
4732017,Molten Zombie,Effect Monster,When this card is Special Summoned from the Graveyard: Draw 1 card.,1600,400,4,Pyro,FIRE,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN065"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.17""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-064"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.04""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN064"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.03""},{""set_name"":""Onslaught of the Fire Kings Structure Deck"",""set_code"":""SDOK-EN015"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.04""},{""set_name"":""Structure Deck: Blaze of Destruction"",""set_code"":""SD3-EN007"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.22""}]","[{""id"":4732017,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/4732017.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/4732017.jpg""}]","[{""cardmarket_price"":""0.07"",""tcgplayer_price"":""0.11"",""ebay_price"":""0.99"",""amazon_price"":""0.20"",""coolstuffinc_price"":""0.25""}]",null,null,null
22493811,Multiplication of Ants,Spell Card,"Tribute 1 Insect-Type Monster on your side of the field. Special Summon 2 ""Army Ant Tokens"" (Insect-Type/EARTH/Level 4/ATK 500/DEF 1200) on your side of the field. The tokens cannot be used as a Tribute for a Tribute Summon.",undefined,undefined,undefined,Normal,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN099"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.1""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-098"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.9""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN098"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.48""}]","[{""id"":22493811,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/22493811.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/22493811.jpg""}]","[{""cardmarket_price"":""0.39"",""tcgplayer_price"":""0.78"",""ebay_price"":""1.19"",""amazon_price"":""1.99"",""coolstuffinc_price"":""0.99""}]",null,null,null
16587243,Neo Bug,Normal Monster,A huge bug-like monster said to come from another planet. It gathers in swarms.,1800,1700,4,Insect,EARTH,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN059"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.82""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-058"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.08""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN058"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""}]","[{""id"":16587243,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/16587243.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/16587243.jpg""}]","[{""cardmarket_price"":""0.17"",""tcgplayer_price"":""0.38"",""ebay_price"":""2.95"",""amazon_price"":""2.27"",""coolstuffinc_price"":""0.49""}]",null,null,null
79335209,Ojama Black,Normal Monster,"He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that when the three are together, something happens.",0,1000,2,Beast,LIGHT,Ojama,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN002"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""70.55""},{""set_name"":""Duelist Pack: Chazz Princeton"",""set_code"":""DP2-EN004"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.77""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-002"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.36""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN002"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""},{""set_name"":""OTS Tournament Pack 7 (POR)"",""set_code"":""OP07-PT029"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""}]","[{""id"":79335209,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/79335209.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/79335209.jpg""}]","[{""cardmarket_price"":""0.48"",""tcgplayer_price"":""0.57"",""ebay_price"":""2.99"",""amazon_price"":""1.47"",""coolstuffinc_price"":""0.99""}]",null,null,null
8251996,Ojama Delta Hurricane!!,Spell Card,"You can only activate this card while ""Ojama Green"", ""Ojama Yellow"" and ""Ojama Black"" are face-up on your side of the field. Destroy all cards on your opponent's side of the field.",undefined,undefined,undefined,Normal,undefined,Ojama,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN034"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.97""},{""set_name"":""Duelist Pack: Chazz Princeton"",""set_code"":""DP2-EN018"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.49""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-034"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.61""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN034"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""4.02""}]","[{""id"":8251996,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/8251996.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/8251996.jpg""}]","[{""cardmarket_price"":""0.32"",""tcgplayer_price"":""0.53"",""ebay_price"":""1.99"",""amazon_price"":""0.79"",""coolstuffinc_price"":""0.49""}]",null,null,null
42941100,Ojama Yellow,Normal Monster,"He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that when the three are together, something happens.",0,1000,2,Beast,LIGHT,Ojama,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN001"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.25""},{""set_name"":""Duel Terminal - Preview Wave 1"",""set_code"":""DTP1-EN004"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""0.00""},{""set_name"":""Duel Terminal 1"",""set_code"":""DT01-EN004"",""set_rarity"":""Duel Terminal Normal Parallel Rare"",""set_rarity_code"":""(DNPR)"",""set_price"":""10.75""},{""set_name"":""Duelist Pack: Chazz Princeton"",""set_code"":""DP2-EN003"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.88""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-001"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.41""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN001"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2""},{""set_name"":""OTS Tournament Pack 7 (POR)"",""set_code"":""OP07-PT028"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""}]","[{""id"":42941100,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/42941100.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/42941100.jpg""}]","[{""cardmarket_price"":""0.39"",""tcgplayer_price"":""0.80"",""ebay_price"":""2.99"",""amazon_price"":""3.58"",""coolstuffinc_price"":""0.79""}]",null,null,null
63120904,Orca Mega-Fortress of Darkness,Effect Monster,"By Tributing 1 ""Torpedo Fish"" on your side of the field, destroy 1 monster on the field. By Tributing 1 ""Cannonball Spear Shellfish"" on your side of the field, destroy 1 Spell or Trap Card on the field.",2100,1200,5,Sea Serpent,WATER,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN085"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.8""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-084"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""6.11""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN084"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""7.49""}]","[{""id"":63120904,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/63120904.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/63120904.jpg""}]","[{""cardmarket_price"":""0.41"",""tcgplayer_price"":""0.56"",""ebay_price"":""1.50"",""amazon_price"":""0.76"",""coolstuffinc_price"":""0.99""}]",null,null,null
26185991,Pinch Hopper,Effect Monster,When this card you control is sent to your GY: You can Special Summon 1 Insect monster from your hand.,1000,1200,4,Insect,EARTH,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN079"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.63""},{""set_name"":""Duelist League 13 participation cards"",""set_code"":""DL13-EN006"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""4.05""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-078"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.33""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN078"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""},{""set_name"":""Legendary Duelists: Ancient Millennium"",""set_code"":""LED2-EN011"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.22""},{""set_name"":""Speed Duel Starter Decks: Ultimate Predators"",""set_code"":""SS03-ENB11"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.06""}]","[{""id"":26185991,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/26185991.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/26185991.jpg""}]","[{""cardmarket_price"":""0.07"",""tcgplayer_price"":""0.13"",""ebay_price"":""1.99"",""amazon_price"":""0.88"",""coolstuffinc_price"":""0.25""}]",null,null,null
91559748,Prickle Fairy,Effect Monster,"Your opponent cannot attack Insect monsters. If this card battled a monster, at the end of the Damage Step: Change that monster to Defense Position.",300,2000,4,Plant,EARTH,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN078"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.31""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-077"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.96""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN077"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""},{""set_name"":""OTS Tournament Pack 7"",""set_code"":""OP07-EN014"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""},{""set_name"":""OTS Tournament Pack 7 (POR)"",""set_code"":""OP07-PT014"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""}]","[{""id"":91559748,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/91559748.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/91559748.jpg""}]","[{""cardmarket_price"":""0.06"",""tcgplayer_price"":""0.14"",""ebay_price"":""0.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.39""}]",null,null,null
23701465,Primal Seed,Spell Card,"If ""Black Luster Soldier - Envoy of the Beginning"" or ""Chaos Emperor Dragon - Envoy of the End"" is on the field: Target 2 of your banished cards; add both those targets to your hand.",undefined,undefined,undefined,Normal,undefined,Black Luster Soldier,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN042"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.74""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-042"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.02""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN042"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.74""},{""set_name"":""Turbo Pack: Booster Seven"",""set_code"":""TU07-EN008"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.02""}]","[{""id"":23701465,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/23701465.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/23701465.jpg""}]","[{""cardmarket_price"":""0.24"",""tcgplayer_price"":""0.29"",""ebay_price"":""15.00"",""amazon_price"":""2.03"",""coolstuffinc_price"":""0.25""}]",undefined,undefined,Limited
96316857,Recycle,Spell Card,"During your Standby Phase, by paying 300 Life Points, select 1 non-Monster Card in your Graveyard and return it to the bottom of your Deck.",undefined,undefined,undefined,Continuous,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN041"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""5.48""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-041"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.75""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN041"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""}]","[{""id"":96316857,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/96316857.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/96316857.jpg""}]","[{""cardmarket_price"":""0.12"",""tcgplayer_price"":""0.28"",""ebay_price"":""2.24"",""amazon_price"":""1.19"",""coolstuffinc_price"":""0.25""}]",null,null,null
22589918,Reload,Spell Card,Add all cards in your hand to your Deck and shuffle it. Then draw the same number of cards that you added to your Deck.,undefined,undefined,undefined,Quick-Play,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN045"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""21.93""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-045"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""3.83""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN045"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""0.00""},{""set_name"":""Structure Deck: Blaze of Destruction"",""set_code"":""SD3-EN023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.44""},{""set_name"":""Structure Deck: Dragon's Roar"",""set_code"":""SD1-EN019"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.21""},{""set_name"":""Structure Deck: Fury from the Deep"",""set_code"":""SD4-EN022"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.26""},{""set_name"":""Structure Deck: Lord of the Storm"",""set_code"":""SD8-EN023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.89""},{""set_name"":""Structure Deck: Spellcaster's Judgment"",""set_code"":""SD6-EN025"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.26""},{""set_name"":""Structure Deck: Warrior's Triumph"",""set_code"":""SD5-EN029"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.59""},{""set_name"":""Structure Deck: Zombie Madness"",""set_code"":""SD2-EN023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.27""}]","[{""id"":22589918,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/22589918.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/22589918.jpg""}]","[{""cardmarket_price"":""0.04"",""tcgplayer_price"":""0.38"",""ebay_price"":""5.99"",""amazon_price"":""2.00"",""coolstuffinc_price"":""0.39""}]",null,null,null
83258273,Robbin' Zombie,Trap Card,If your monster inflicts battle damage to your opponent: Send the top card of their Deck to the GY.,undefined,undefined,undefined,Continuous,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN110"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.92""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-109"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""1.06""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN109"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""2.45""},{""set_name"":""Speed Duel: Attack from the Deep"",""set_code"":""SBAD-EN016"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.01""}]","[{""id"":83258273,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/83258273.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/83258273.jpg""}]","[{""cardmarket_price"":""0.12"",""tcgplayer_price"":""0.14"",""ebay_price"":""1.25"",""amazon_price"":""0.50"",""coolstuffinc_price"":""0.39""}]",null,null,null
57281778,Ryu Kokki,Effect Monster,"At the end of the Damage Step, if this card battled a Warrior or Spellcaster-Type monster: Destroy that monster.",2400,2000,6,Zombie,DARK,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN091"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""72.07""},{""set_name"":""Gold Series: Haunted Mine"",""set_code"":""GLD5-EN013"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.22""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-090"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.1""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN090"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""},{""set_name"":""Legendary Collection 4: Joey's World Mega Pack"",""set_code"":""LCJW-EN194"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.24""},{""set_name"":""Structure Deck: Zombie Madness"",""set_code"":""SD2-EN008"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.42""},{""set_name"":""Zombie World Structure Deck"",""set_code"":""SDZW-EN011"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.11""}]","[{""id"":57281778,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/57281778.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/57281778.jpg""}]","[{""cardmarket_price"":""0.17"",""tcgplayer_price"":""0.16"",""ebay_price"":""2.99"",""amazon_price"":""0.25"",""coolstuffinc_price"":""0.25""}]",null,null,null
30914564,Sacred Crane,Effect Monster,If this card is Special Summoned: Draw 1 card.,1600,400,4,Winged Beast,LIGHT,undefined,"[{""set_name"":""Battle Pack 3: Monster League"",""set_code"":""BP03-EN010"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.21""},{""set_name"":""Battle Pack 3: Monster League"",""set_code"":""BP03-EN010"",""set_rarity"":""Shatterfoil Rare"",""set_rarity_code"":""(SHR)"",""set_price"":""4.56""},{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN070"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.62""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-069"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.96""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN069"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.03""},{""set_name"":""Space-Time Showdown Power-Up Pack"",""set_code"":""YS14-ENA05"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.23""}]","[{""id"":30914564,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/30914564.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/30914564.jpg""}]","[{""cardmarket_price"":""0.21"",""tcgplayer_price"":""0.25"",""ebay_price"":""0.99"",""amazon_price"":""0.59"",""coolstuffinc_price"":""0.25""}]",null,null,null
96947648,Salvage,Spell Card,Target 2 WATER monsters with 1500 or less ATK in your Graveyard; add those targets to your hand.,undefined,undefined,undefined,Normal,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN097"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.23""},{""set_name"":""Duelist League 3 participation cards"",""set_code"":""DL12-EN014"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""10.51""},{""set_name"":""Ghosts From the Past"",""set_code"":""GFTP-EN107"",""set_rarity"":""Ultra Rare"",""set_rarity_code"":""(UR)"",""set_price"":""1.43""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-096"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.29""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN096"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""3.15""},{""set_name"":""Legendary Collection 3: Yugi's World Mega Pack"",""set_code"":""LCYW-EN276"",""set_rarity"":""Super Rare"",""set_rarity_code"":""(SR)"",""set_price"":""3.48""},{""set_name"":""Realm of the Sea Emperor Structure Deck"",""set_code"":""SDRE-EN030"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.31""},{""set_name"":""Structure Deck: Freezing Chains"",""set_code"":""SDFC-EN032"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.19""},{""set_name"":""Structure Deck: Fury from the Deep"",""set_code"":""SD4-EN023"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.5""}]","[{""id"":96947648,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/96947648.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/96947648.jpg""}]","[{""cardmarket_price"":""0.05"",""tcgplayer_price"":""0.33"",""ebay_price"":""2.99"",""amazon_price"":""1.49"",""coolstuffinc_price"":""0.49""}]",null,null,null
77379481,Sasuke Samurai #3,Effect Monster,"When this card inflicts Battle Damage to your opponent's Life Points, your opponent draws cards until his/her hand has 7 cards.",1000,1000,3,Warrior,LIGHT,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN011"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.72""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-011"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""0.98""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN011"",""set_rarity"":""Rare"",""set_rarity_code"":""(R)"",""set_price"":""3.31""}]","[{""id"":77379481,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/77379481.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/77379481.jpg""}]","[{""cardmarket_price"":""0.07"",""tcgplayer_price"":""0.26"",""ebay_price"":""25.00"",""amazon_price"":""0.49"",""coolstuffinc_price"":""0.00""}]",null,null,null
42071342,Sea Serpent Warrior of Darkness,Normal Monster,"A warrior who defends the world of the Sea of Darkness. He prides himself on his fighting prowess both on the ground and, of course, in the water.",1800,1500,4,Sea Serpent,WATER,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN060"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""2.46""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-059"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.86""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN059"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""0.00""},{""set_name"":""Structure Deck: Fury from the Deep"",""set_code"":""SD4-EN003"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""1.3""}]","[{""id"":42071342,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/42071342.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/42071342.jpg""}]","[{""cardmarket_price"":""0.10"",""tcgplayer_price"":""0.18"",""ebay_price"":""7.49"",""amazon_price"":""0.20"",""coolstuffinc_price"":""0.39""}]",null,null,null
57585212,Self-Destruct Button,Trap Card,You can only activate this card while your Life Points are lower than your opponent's Life Points and the difference is 7000 points or more. Both players' Life Points become 0.,undefined,undefined,undefined,Normal,undefined,undefined,"[{""set_name"":""Dark Revelation Volume 2"",""set_code"":""DR2-EN106"",""set_rarity"":""Common"",""set_rarity_code"":""(C)"",""set_price"":""4.18""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-105"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""1.32""},{""set_name"":""Invasion of Chaos"",""set_code"":""IOC-EN105"",""set_rarity"":""Short Print"",""set_rarity_code"":""(SP)"",""set_price"":""0.00""}]","[{""id"":57585212,""image_url"":""https://storage.googleapis.com/ygoprodeck.com/pics/57585212.jpg"",""image_url_small"":""https://storage.googleapis.com/ygoprodeck.com/pics_small/57585212.jpg""}]","[{""cardmarket_price"":""0.38"",""tcgplayer_price"":""0.61"",""ebay_price"":""1.99"",""amazon_price"":""4.64"",""coolstuffinc_price"":""0.39""}]",undefined,Banned,undefined
